input	output
tere inenggi, xen ho -i xusai -i jui, juxen de bisire be meng fujiyang takafi, g’au fujiyang de benjifi, g’au fujiyang han de bithe arafi,	是日，生员沈和义之子在诸申地方，孟副将识之，乃送交高副将。高副将奏书于汗曰：
obondoi duka de juwe biya pou sindaha,	攻鄂本堆门，发炮两月之久。
orin sunja de, sahaliyen taiji qouha gaifi julergi mederi jakarame g’au xi lang be baime, dahahakv babe tabqilame genehe.	二十五日，台吉萨哈廉率兵沿南海岸寻觅高侍郎，并掠未降地方。
doro aqame wajiha manggi, juwe gurun ishunde sain banjire doroi aniyadari suwe aisin emu tumen yan, menggun juwan tumen yan, suje juwan tumen, moqin samsu gvsin tumen benju,	既和之后，两国以相好之礼，每岁尔国送我金一万两、银十万两、缎十万匹及毛青细蓝布三十万匹，
deng qang qvn si dade qiyan tun wei -i fujiyang bihe,	邓常春，原为前屯卫副将，
han de niyakvrame aqaha,	跪见汗，
karu bithe arafi meni qouha bederefi yung ping de tere, suweni han -i bithe elqin jihede, yung ping de unggi seme,	我致答书云：我军且退驻永平，尔帝信使若来，可遣往永平。
orin sunja de, yung ping wei -i jang yen j’i hvi qen jing hvwa, lu lung wei -i jang yen j’i hvi wang qing i, dung hing zo wei -i jang yen j’i hvi qen yan mei, ere ilan niyalma, dade j’i hvi hergen bihe,	二十五日，永平卫掌印指挥陈景华、卢龙卫掌印指挥王庆义、东兴左卫掌印指挥陈延美等，此三人原系指挥，
dalingho hoton -i duka fihebuhe inenggi, girdan tu be aidari age gaifi dosika de, juleri dosifi juwe niyalma waha,	堵塞大凌河城门时，爱达里阿哥率火焰纛进击，纛斯哈倡先击敌，杀二人。
han, huhu hoton de tefi aliyambi seme takvrafi unggihe.	汗驻归化城以待。”谕毕遣之。
mengzi bithede henduhengge, inu gosin jurgan biqi wajiha kai, urunakv madangga be hendufi ainambi sehebi,	孟子曰：“亦有仁义而已矣，何必日利。”
bi daqi bithe de hendufi unggihe bihe, ereqi amasi ambasa be takvraqi ojorakv,	我前曾致书告知，嗣后再不可差大臣等来。
ahaliyan ilaqi jergi meiren -i janggin,	阿哈廉系三等梅勒章京，
emu canjiyang, emu iugi, ilan dusi’ be jafaha,	生擒参将一人、游击一人、都司三人，
tere sarin de emu gvsai juwanta dere, sunjata niungniyaha,	是宴，每旗各设席十桌、鹅五；
simbe halburengge, boui aha hengkilerakv, kesi buqi jeterakv, furudame gisureqi ojorakv hengkileme jihengge,	我等家奴见尔不拜，不食尔食，言词严厉，而尔置此于不顾，决意来朝，
tere inenggi, qahar qi emu monggo emu morin yalufi ukame jihe,	是日，有一蒙古人乘一马由察哈尔来归，
qouha iliha qi morin udara, qouhai agvra dasaha kiqebe,	自兴兵以来，凡购买马匹、修治军械，竭力勉为。
tere qouha gidaha de, han, mimbe labdu saixafi xangnaha,	此次击败敌兵，汗甚嘉许，从厚赏责。
jihe gurun be gosime xang, bou burengge, amba gosin kai,	悉加优赏，给以房屋，仁之至也。
genehe elqin be heqen de dosimbuhakv,	仍不令使臣入城。
beise -i beyebe meni meni gvsai beise be dahame yabu,	令其诸贝勒随各旗贝勒行走，
iugi hendume, suwe mende akdarakv oqi, sini emu guqu be unggi,	游击曰：“尔等若不信我言，可遣尔一人同往，
gumu de moqin samsu juwan,	古木毛青布十；
tere afaha de, qouhai niyalma ambula buqehe,	是役也，士卒阵亡甚众。
heqen -i dorgi qouha zu zung bing guwan gaifi tuqifi julergi tai de afanjiha bihe,	城内之祖总兵官即率兵出城来攻南台。
aisin gurun -i jaqin beile, dahaha irgen de hendurengge,	“金国二贝勒示谕众降民。
ese be genggiyen han, juse de juxen salibume bure de, amba beile de buhe bihe,	英明汗赐诸申与诸子时，将伊等分给大贝勒。
juwan ninggun de, han ini goqika bayara, erke qvhur -i goqika bayara, emu gvsai ilata amban, emu nirui sunjata uksin gamame,	十六日，汗率近侍护军、额尔克楚虎尔之近侍护军、每旗大臣三员、每牛录甲兵五人，
mini yabun daqi ehequre belere gisun de akdarakv,	但我素不信谗毁之言。
solho de elqin genehe asidarhan, bakiran bithe gajime isinjiha,	出使朝鲜之阿什达尔汉、巴奇兰赍书还。
juwan uyun de jurafi, beging heqen -i xun tuhere amargi hoxo -i teisu tataha.	十九日，大军启行，至北京城西北隅立营扎寨。
fulgiyan dabisikv emke, meilun qe kemu emke, pengduwan ilan, yangduwan ilan, quse ilan, kamkv ilan, solho xanggiyan fangse juwe, moqin samsu juwan,	红披领一、美纶倭缎一、彭缎三、洋缎三、绸子三、帽缎三、朝鲜白纺丝二、毛青布十、
suweni solho de meni ama han sain banjiha dabala,	我父汗与尔朝鲜素相和好，
turgei sini ahvn deu ilan niyalma be gvsai ejen sindafi, gemu weile baha bihe,	“尔图尔格依兄弟三人，均为固山额真，后皆获罪，
daqi elqin be lashalarakv,	愿不绝通使。
han, beise, geren fujisa gemu genefi, jai ging de isitala songgoqome bisire de, manggvltai beile -i amba fujin dahaki seme han de fonjibume,	汗、诸贝勒及众福晋俱往，哭至二鼓。时莽古尔泰大福晋欲殉，请于汗曰：
nadan suje, susai moqin, gege be tuwame bu seme buhe.	缎七、毛青布五十，命格格酌情分发。
te gvniqi, abka serengge dergi amba ejen,	伏思，天者，上帝也。
unenggi meni baru oqi, bayan wesihun ai jaka be uhe oki,	来投于我。诚来归我，富贵共之。
hoton afame neneme tafaka seme hafan buhe niyalma be, muse ereqi amasi geli tere be hoton afa sere be nakaki,	“前已有旨，其攻城先登而授职之人，嗣后我等勿得再令攻城。
jai dosire de juleri komsokon juwe baksan banjibu,	再进兵时，编二小队行在前，
esede unggihe bithei gisun,	书曰：
honin arki hafan genere de gamambi.	其羊、酒，遣官往时赍往。”
buhe manggi han de hengkilehe,	赐毕，叩谢汗。
toholon muke juwan duin gin emu hontoho de dehi ilan yan sunja jiha,	水银十四斤半，值银四十三两五钱；
hergengge hafasa etuku xangnaha doroi han de hengkilehe,	有职官员以赏衣礼，叩谢于汗。
ere juwan emu,	此其十一也。
ere gisurehe fafun be efuleme jurqeqi, be aru -i taijisa be bata obumbi,	若负誓言，我等将以阿鲁部众台吉为敌。
tere inenggi, han, geren beise ambasa be isabufi hendume,	是日，汗召集诸贝勒大臣诫谕曰：
terei alaha gisun,	该人报称：
sini gvsai beile xoto -i emgi aqafi, beile -i baru jidere be marame tafulaha biqi, beile ainu lou de horibure,	当贝勒欲归时，若与尔旗贝勒硕托力行劝阻，阿敏贝勒何致被囚，
aquhiyan niyalmai uju be lashalafi belere silhidara be ejebukini,	请断佞人之首以戒谗嫉。”
iqe uyun de, juwe fulgiyan, juwe lamun -i emu gvsai juwete amban, emu nirui emte uksin be gamame,	初九日，命两红旗、两蓝旗每旗遣大臣二员，率每牛录甲兵一人，
tere aniya osokon beyei weile -i jalin amsun be dagilafi jiha lakiyanjiha,	某年生小子具饎挂钱，
nikan lamai langju -i boigon -i olji, niyalma juwan nadan, ihan ilan, juwe losa, ilan eihen, emu morin,	汉人喇嘛属下郎珠家俘获人十七、牛三、骡二、驴三、马一匹；
xangnara de orin ninggun baturu dolo wesifi hafan baha niyalma, jai esetu, suran de erei jergi- de xangnahakv,	其受赏者，均在二十六名巴图鲁中擢升为官之人，额色图、苏兰不在此例。
ere inu gurun boui amba hvturi, tumen jalan de enteheme algindara gebu,	此乃国家之鸿福，流芳万世。
tere inenggi, korqin -i tusiyetu han be benehe yeqen, asan isinjiha.	是日，护送科尔沁部土谢图汗之叶臣、阿山返还。
olji be susai boigon ara sehengge arahakv,	又命以俘获人口编为五十户，未遵行。
enduringge han ming gurun be dailame unggime, deyere funghvwang ni leuse -i fejile tefi,	圣汗以发兵征明御翔凤楼下，
ulai gvsai orin sunja,	乌赖旗二十五匹、
orin sunja de naiman -i hvng baturu abang hoxouqi, duin juse -i darhan joriktu -i qonong guyeng medege alanjime isinjiha.	二十五日，奈曼部洪巴图鲁属下阿邦和硕齐及四子部落达尔汉卓里克图属下绰浓古英前来报信。
orin jakvn de, erke qvhur taiji -i bou, gendur taiji be dosimbufi, emu ihan duin honin wafi, orin dere dasafi sarilaha.	二十八日，额尔克楚虎尔家请根杜尔台吉，杀牛一、羊四，列筵二十席，宴之。
yafahan -i amargi be dosifi afara de, mini beye gaifi yafahalafi, yafahan qouha be amasi gidaha,	又从其步兵后进攻，徒步击退敌步兵，
gvwa an -i weilengge urse ihan temen yalu,	其余普通人犯可乘牛驼，
yaluha morin losa be jakvn beise -i heren de saikan ulebu seme salaha,	其所乘马骡，分置八贝勒马厩，好生秣之。
monggorokv sindame suje -i sijigiyan emte, moqin -i qamqi fakvri emte, suje -i mahala, giyaban gvlha emte juru, umiyesun emte,	各镶领袖缎袍一、毛青布衬衣裤各一、缎帽一、股子皮靴一双、腰带一，
si inu aqaki seme gisurehe,	尔亦有愿成和好之言，
juwan emu de, karaqin -i genggel hiya beile, sereng, senek, vljeitu, ere duin niyalma aniya doroi han de hengkileme jihe,	十一日，喀喇沁部侍卫贝勒庚格勒、色棱、色讷克、乌勒哲依图四人来朝，庆贺元旦。
enduringge han, dergi ashan -i tafukv be wesifi, geren mafari enduri sourin -i juleri niyakvrafi hiyan -i hose be wesihun gingnefi hiyan dabufi,	圣汗从东阶升至列祖神位前跪，奉举香盒上香毕，
tere inenggi, jalait gurun -i minggandari beile, sonom taiji, sereng taiji, uheri susai duin guqu be gajime han -i qouha genefi jihe doroi hengkileme jihe,	是日，扎责特部明安达里贝勒、索诺木台吉、色棱台吉共率从者五十四人，以汗旋师前来朝贺。
basaha dosika jai inenggi, q’i qeng ni moringga yafahan juwe tanggv qouha tuqike be, hoton -i baru gidafi orin isime niyalma waha,	巴萨哈入边之次日，有赤城马步兵二百出，巴萨哈率军迎击，掩杀至敌城，斩杀近二十人，
jai jergi canjiyang fadu, burkan, yarna, esentei, langse -i jui aimbu, kangkal, han yvn, kangkalai, toktohoi, gibkada -i jui gvwalqa, hesimi, giuxan,	二等参将法笃、布尔坎、雅尔纳、额森特依、郎色之子爱木布、康喀儿、韩润、康喀赖、托克托惠、吉布喀达之子卦尔察、赫喜密、觉善、
aikabade mini emgi emu bou ome aqafi, yaya weile biqi mini emgi hebexere oqi, minde amba gvnin -i da bikai,	倘与我和为一家，凡事与我商议之，则我自有大主意。
ese de emu honin wafi sarilaha,	命杀羊一，宴之。
jai sunja niyalma be ere sara aibi seme hendufi bai sindaha.	其余五人，即以无知命释之。
suweni nendehe han, nendehe ambasa, mimbe gidaxame korsobuha nadan koro be, dain deribuhe turgun be suwembe donjikini, juwe gurun -i uru waka be safi doro aqaqi, nadan koro be onggoki seme, lii lama -i emgi meni hafasa be doroi gisun gisureme takvraha,	尔先世君臣欺凌我国，因成七恨，致起干戈。其情其事，欲令尔闻知，以明是非，两国修好，而忘七恨，故遣官偕同李喇嘛前往议和。
mini hebe gvwa qi enqu,	然我之谋异于他人，
yala doro aqaki seqi, geli efuleme gisurere,	我欲修好，尔复败和议，
morin duin feye bahafi buqehe,	马伤四处而毙。
jai mudan de ilan karun gidaha,	第二次败哨卒三次，
orin duin de, tai baturu de emu tongsan, gequheri emke, jakvn moqin, jaisang jargvqi de emu gequheri, jakvn moqin, jai duin monggo de emte pengduwan, ninggute moqin buhe,	二十四日，赐台巴图鲁通散一、蟒缎一、毛青布八，赐斋桑扎尔固齐蟒缎一、毛青布八，赐其余四蒙古人彭缎各一、毛青布各六。
jai juwe nofi be ashan de tebuhe,	命其余二人坐于侧，
dahaha irgen be yafahan gamaqi, ba goro isinarakv ofi, ederi darime nikan han -i baru doro aqara be gisureme jihe,	若令降民徒步以归，则路遥难以到达，故顺道来此与明帝议和。
songgotu nirui janggin,	素额图系牛录章京，
juwan duin de ineku liyoha de deduhe,	十四日，仍驻辽河。
han -i ushaqun be membe alame bahanarakv ojorahv seme bithe unggihebi seme henduhe manggi,	汗怒甚，恐我等不能转达其意，故致书前来。”
emu xeubei be jafafi gajiha,	生擒守备一员，
han -i iqi ergi de amba beile, hashv ergi de manggvltai beile, juwe beile -i tere besergen be hetu sindafi hetu forome tehe,	汗两旁横设二榻，右侧为大贝勒，左侧为莽古尔泰贝勒，两贝勒横向而坐。
amasi bederere de, jur de isinjitele, saikan olho, seremxe,	还时直至朱尔地方，务宜妥慎防范。”
xang ubu faitaha.	夺所得赏物。
tere ilan niyalma be nikan -i jase de gamafi ujulaha niyalma be nikan de tuwabume waha,	命执三人赴明边上，斩其为首者以示明人，
fujisa be gaifi hvwa -i dukai ebsihe fudefi, fakqara de gege songgoro jakade, han, kvrqan baksi be takvrame hendume,	率诸福晋送至院门。送别之时，格格落泪。汗遣库尔禅巴克什劝曰：
julergi dere de faidafi, amargi dere de uku arame ilifi, heqen -i jakarame pou miyouqan faidafi tuttu bisire de,	列阵于南，设伏于北，沿城环列枪炮以待。
nanqungga, ulai, dantan, jirhai, qungsika, jafuni, golohoi, nomtu, haksaha, garda, hvsiri, akiu, tolbi, qalasun, yenggene, langgida, moudase,	南冲阿、乌赖、旦坦、济尔海、冲西喀、扎富尼、郭罗惠、诺木图、哈克萨哈、噶尔达、胡西里、阿球、托儿弼、查拉孙、英俄讷、楞济达、毛达色、
ajige age, xoto age, ginjeu -i qouha be gidaha de, juleri dosifi niyalma wame genehei, hoton -i ulan de emu niyalma waha,	随阿济格阿哥、硕托阿哥往征锦州时，率先击敌，追至城壕，杀一人，
bi pou be teisu jorime faidara de, nikan -i sindaha miyouqan de mini uju emu feye baha,	指挥列炮，明兵施放鸟枪，头中一伤。
tede xamba be tebuhe,	故令沙木巴驻守之。
jaisai meni ujalu hoton be suquha,	然斋赛侵我兀扎鲁城，
abatai taiji, sahaliyen taiji tuqifi, asan, yeqen -i emgi yung ping ni hoton be hvlhame gaiha orin ninggun baturu de	台吉阿巴泰、萨哈廉亲赏同阿山、叶臣攻取永平城之二十六巴图鲁，
gvnin ijishvn wang ni harangga liu qang su, dade quwan be kadalara fujiyang bihe,	恭顺王下之刘昌苏，原系管船副将，
gvwa morin be karaqin geli ambula jafahabi,	余马多为喀喇沁部人所获。
ubaqi genere ukanju ninggun baha,	获由此遁逃之人六名；
bata dere aqara de juwe ba gabtabuha,	与敌交战，箭伤两处，
iqe duin de, ginjeu heqen -i julergi dere de afame, gvlmahvn erinde ibefi, muduri erinde afaki seqi, heqen -i jakai ulan xumin, tere inenggi alimbaharakv halhvn ofi, afaqi hamirakv, meihe erinde bederehe,	初四日，攻锦州城南隅。本欲卯刻进兵，辰刻攻城。因城壕深阔，时值酷暑，战则难以骤拔，乃于巳刻退兵。
han algin gebu gvnime, ai jaka be dasafi, doro jurgan be an kemun obufi banjiqi, sini qihai uthai qahar -i ninquhvn fungxun banjiqi tuqimbi kai,	汗若重声誉，治理一切事务以道义为规矩，则自可远离察哈尔之腥臊也。
takvraki seqi, jiyanggiyvn -i medege be sarkv ofi, neneme medege gaiki seme karun be jafafi fonjiqi, xanaha -i tule kemuni jiyanggiyvn ejen sere jakade,	虽欲遣人，但不知将军消息。于是，为先探听消息，捕哨卒问之，知山海关外仍以将军为主帅，
aisin gurun -i han -i bithe, wang du tang de unggihe,	“金国汗致书王都堂：
dede, langge, niyahan, tarhv, tohina, aldungga, malgi, langse, laisun, huniu, giyamsu, moudase, keqeni, donggo wejihe,	德得、郎格、尼雅汉、塔尔虎、托希纳、阿勒东阿、麻勒吉、郎色、赖荪、胡纽、嘉木苏、毛达色、克车尼、通果倭吉赫、
bi dalingho qi ergen banjifi jurgan be halafi han de urgunjeme dahahangge, daqi ere gese babe gvnimbihe,	臣自大凌河偷生改节，乐归汗者，思之久矣。
lii guwe qen, liyoudung be gaiha manggi, si, qang yung, qang hing juwe pu -i niyalma be gaifi aqinggiyahakv tehei bihe,	“李国臣，克辽东后，尔率昌永、昌兴两堡人留原地未动
wang lama -i olji, niyalma juwan ilan, ihan emke, eihen emke, uheri tofohon,	王喇嘛俘获：人十三、牛一、驴一，共十五；
tere be gajifi tehe seme ai tusa,	即留之有何益哉。
tere embiqi ini qisui giyansi yabuqi, saburengge waka,	彼或自为奸细亦未可知，
musei emu niyalma huwesi jafafi, juwe moriri emu niyalma be huwesilehe,	我方一人，执小刀刺马二、人一，
hashv ergi galai duin gvsai qouha, monggo -i qouha neneme gidafi wame gamara de,	左翼四旗兵及蒙古兵率先进击，追杀之时。
labatai emu morin jafaha bihe,	拉巴泰马一。
ere dahara hehesi, hafan akv hehesi oqi, ere joriha jergi wajiha,	此等随侍妇人，若系无官职者之妇，只准用此所定顶戴；
dehi emuqi debtelin sure han -i sunjaqi aniya uyun biya	第四十一册天聪五年九月
wara de ho k’o g’ang injere dabala umai serakv,	将斩，何可刚含笑一言未发。
tere inenggi ajige beile -i jakade takvraha aibari, kamtu isinjiha,	是日，遣往阿济格贝勒处之爱巴里、喀木图至，
jihe doroi wafi jefu seme juwe ihan, waha ulgiyan -i yali duin buhe bihe seme alaha,	时彼杀牛二、猪四相赠，以资食用。”
tere fonde kesi be baiki seqi, dahame jihe gung ajigan ofi, gelhun akv wesimbuhekv,	彼时即欲乞恩，唯因归附功微，未敢入奏。
tuttu seme, gvwa gvsai ambasa qi ama han -i beyei juwe gvsai ambasa urunakv isara giyan kai sehe.	他旗大臣姑且不论，然父汗原有二旗大臣等必定集齐，乃理也。”
karun genehe asan zung bing guwan Jugun tuwakiyafi, nadan niyalma, juwe ihan, emu losa, emu eihen bahafi benjihe.	出哨总兵官阿山于途中设伏，获七人、牛二、骡一、驴一来献。
geren -i mujilen de aqarakv ofi, bi alime gaifi gisureqi ojorakv ofi, han de inu wesimbume bahakv,	亦不合众意，止有受而不言，故未奏知于帝。
ineku orin nadan de, fakv de tehe kvtuktu lama -i bederehe be tuwanabuha qagan lama, biliktu nangsu isinjiha.	是日，奉命往吊法库呼图克图喇嘛之察汉喇嘛、毕礼克图囊苏还。
tere inenggi galju seter, han de juwe morin jafaha bihe,	是日，噶勒珠色特尔进汗马二，
tereqi nikan -i qouha uthai bederehe,	明兵乃退。
orin emu de, bolagatu hoton -i xun dekdere ergi ou muren birai julergi dalin de deduhe,	二十一日，驻跸博拉噶图城东敖木伦河南岸。
sanggar emu morin,	桑阿尔马一，
erin be niyalma be tuwame forgoxome gvnirakv, jing yatuhan -i berhe amdulaha gese gvniqi ombiu,	不能随机应变，竟持执拗鼓瑟之见，可乎。
buhe hehe -i ton, uheri uyun tanggv gvsin nadan, tereqi gvwa be irgen -i duin haha de emke kamqibufi suwe sargan isibu, gosime uji seme afabuha,	所给妇女数共九百三十七口。其余之人，凡民每四名男丁拨给一人，命配以妻室，善加抚养。
fusihvn gurun tere be enteheme doro seme gvniha bihe,	敝国曾欲以此定为恒规，
emu morin be gaiha,	纳一马。
buhe ubu -i ba -i dabali enquleme heqemu golo de bilaha,	彼竟越过所分之地，擅以黑扯木路为界。
ini jurgan -i mujilen bahabukv muqengge be han de gisun wesimbume, jusei emete be bureu seme, weile baha xoto age de dere gaime han de wesimbuhebi,	成亲王即命本部启心郎穆成格奏请于汗，乞还其子女之母，是为徇庇获罪之硕托阿哥而奏于汗也。
manju neneme efuleqi, manju be abka na wakalafi doro efujekini, gurun wajikini,	若满洲先渝盟，则天地谴之，道毁国亡。
usin, uksin saqa, weile beidere, ere ilan jurgan -i niyalma suwe yabuha joboho seme beye ume sengguwendere,	其管田土、甲胄、审事三衙门之人，尔等须身体力行，勿惮劳苦，
iqe ninggun niyalma ukakabi,	新附六人皆遁。
yung ping, qiyan an, luwan jeu be waliyafi jidere beise ambasai baha ulha aqiha be youni gaisu,	其弃永平、迁安、滦州而归之诸贝勒大臣所获牲畜、行包，悉数没收；
quwan bederere onggolo dabsun -i niyalma be ume sindara,	敌船未撤之先，勿放盐人还，
julgei henduhengge, abkai fejergi emu niyalmai abkai fejergi waka, abkai fejergi niyalmai abkai fejergi sehengge, tere yala unenggi gisun kai,	古云：‘天下者，非一人之天下，乃天下人之天下也。’此言诚是。
deijihe bithei gisun,	所焚之誓书曰：
tereqi yengsi doroi ilduqi beile be amba sarin sarilaha.	于是，以结亲礼大宴伊勒都齐贝勒。
bi qouhiyan gurun -i ejen -i emgi ahvn deu arafi, urgun gasaqun -i doro de ishunde yabumbihe,	我与朝鲜国主结为兄弟，庆吊之礼相互往来。
tesei alarangge,	伊等告曰：
jo jeu -i qouha be bayan beile, dalai -i emgi gidaha,	又与饶余贝勒及达赖败涿州兵，
kirsa de isinjiha inenggi, tun -i mejige be daqilame fonjiki seme, sirna, engkei orin niyalma be gaifi, nikan -i karun be baime genefi, karun -i ilan niyalma be jafafi fonjiqi, tere niyalmai alara gisun,	抵奇尔萨之日，为打听岛上消息，遣席尔纳、恩克依率二十人往寻明哨所，获哨卒三人。讯之，告曰：
dergi ijishvn fujin, wargi jingji fujin -i juleri faidarangge,	东侧福晋淑妃、西侧福晋庄妃所用仪仗：
hilteri uksin galaktun saqa de aisin ijume emke, seke mahala de aisin -i xerin hadahai emke, menggun -i qara emke buhe,	袖盔镀金之明甲一、镶金佛头貂帽一、银酒海一。
te udu uttu oho seme bi dabaxarakv, aqaki seqi donjirakv gese,	今虽如此，我犹安分守己，仍欲议和。乃彼置若罔闻，
yangguri efu -i emgi xanggiyan hada de juleri dosika,	尚间崖之役，偕杨古利额驸先入敌阵，
dahai baksi hendume, amba niyalmai gvnin be, be ulhirakv, sini gvniha be gisure,	达海巴克什曰：“我不明大人之心，请将尔所欲之言悉语之。”
geren beise ambasa, meni meni gvsa gvsai faidaha,	诸贝勒大臣等，各按旗序列。
tere inenggi, asan, turusi de takvraha bithei gisun,	是日，遣人致书谕阿山、图鲁什，
han dalibufi sarkv,	明帝茫然不知，
abkai fejergi de hetu unde yabuqi inu ombi,	可以纵横于天下。
xi fujiyang zu de aqafi gisurehe,	石副将面见祖议之，
hvlara hafan -i hvlara be tuwame ilan jergi niyakvrafi uyun jergi hengkilehe,	赞礼官赞跪赞叩，行三跪九叩礼。
