input	output
han, orin emu de jirgalang beile, houge beile de ninggun tanggv qouha be afabufi, tere gutei tabunang be gaisu seme unggire de,	即于二十一日，汗命贝勒济尔哈朗、豪格率兵六百，往取古特依塔布囊时。
jugvn jugvn -i durinume uthai bata dain ombikai,	其势必各相抢夺，即为仇敌也。
han qouha bargiyaqi ojorakv ofi, ini beye niru -i gabtara, loho -i saqire arkan seme bargiyafi, afara ing ni qouha sejen kalka be juleri faidabuha,	随后我追敌之军还，天晴。
han -i iqi ergi de amba beile, hashv ergi de manggvltai beile, juwe beile -i tere besergen be hetu sindafi hetu forome tehe,	汗两旁横设二榻，右侧为大贝勒，左侧为莽古尔泰贝勒，两贝勒横向而坐。
erinqin jinong ni eme de sahalqa seke juwan,	额林钦济浓母黑貂皮十；
tere be bi amqafi mederi tun be ninggun ba funqeme douha, ukanju be gemu waha, gamaha uju be baha seme han de alara jakade, han sain sefi baha olji be gemu buhe,	绰霍诺追之，渡海岛六里余，尽斩其逃人，得获逃人携去之首级。奏闻于汗，汗嘉之，以其所获尽与之也。
bi jihe weile be muteburakv bederembiu,	我既来此，岂事不成即退耶。
muse juwe gurun daqi hanqi adame tefi baili bisire dabala, koroqun akv bihe,	夫我两国本属邻邦，有恩无怨。
nikan jase tuqike de wambi, juxen jase dosika de wambi seme gashvfi tondoi banjire de,	汉人出边者诛之，诸申入边者诛之等语。既盟之后，忠正自守。
orin sunja de naiman -i hvng baturu abang hoxouqi, duin juse -i darhan joriktu -i qonong guyeng medege alanjime isinjiha.	二十五日，奈曼部洪巴图鲁属下阿邦和硕齐及四子部落达尔汉卓里克图属下绰浓古英前来报信。
inu taxaraha.	亦属失误。
dahame jihe seme ineku hergen buhe,	念前来归降，乃仍授原职。
julge qinggis han -i jui qagandai, fufungge huwesi -i suhai mou be meileme xusiha arame hendume,	昔成吉思汗之子察干岱，以锯刀削柳为鞭，曰：
hoton be efulehe,	毁其城，
uthai jihe elqin -i emgi hebexefi, irgen be jeqen de hvda gene seme unggimbi,	即与来使商议，遣民赴边贸易，
obondoi -i emgi dosifi emu niyalma be saqime tuhebufi tu gaiha,	与鄂本堆并进，砍倒一人并夺得纛，
jiyanggiyvn unenggi minde ofi uhei hvsun -i amaga inenggi abkai fejergi be mutebuqi, bayan wesihun be inu alin birai gese enteheme kai,	茔，欲与我共谋，齐心图明，同享富贵，故屡遣杨成孝、郑德前来，我知之不胜欣喜。
terei sirame tulergi goloi qahar gurun -i efu ejei, korqin -i kitat nakqu, sanggarjai nakqu ini monggo -i beise ambasa be gaifi urgun -i doroi biyou bithe wesimbure de, monggo -i hvlara hafan faida seme hvlaha manggi faidaha,	赞跪赞叩，固伦额驸额哲依奉表文跪于前，诸贝勒大臣依次跪于后。
aika hafan ekiyehun ba biqi, jai baitalara,	待出官缺，复录用之。
haisa taiji juwe morin,	达西进貂皮端罩一、驼一、马七，
sunja morin jafaha bihe,	进马五。
juwan emu de amasi unggime, lii gi qiuwan de xeubei hergen, fe jeu tung hergen -i jang wen siu be wesibufi, j’ijeu hergen bufi unggihe,	十一日遣之还，乃令李继全仍为守备。升原州同张文秀为知州，遣之还。
dagvr -i nirui janggin -i gebu,	达古尔所属牛录章京姓名：
ejei efu de foloho enggemu tohohoi juwe morin, uksin aqihai juwe morin buhe,	赐额哲依额驸雕鞍马二、驮甲胄马二，
ilan morin baha,	向北京进兵时，在三河杀三人，
kubuhe lamun -i lolo, kamqiha, yandai, qeni gvsai teile enquleme gaiha hoton de, qeni beye hoton -i hanqi fafulame dosikakv, wan be isibuhakv seme ini gvsai ejen fiyanggv beise fafun de alafi duileqi, yargiyan ofi lolo, kamqiha, yandai be gemu tanggvta xusiha tantaha,	镶蓝旗下罗洛、喀木齐哈、颜岱等率本旗兵独自克城时，彼等下令所部不得攻进城下，又未曾携云梯至。故该旗噶山额真费扬古贝子告法司鞫审，得实。罗洛、喀木齐哈、颜岱各鞭一百。
han geli geren -i baru hendume,	汗复谕众人曰：
xajin fafun be jurqerakv yabumbi kai,	行则不违纪律矣。
waqi ineku olji faitafi gerqi de bumbi,	宰则亦夺其所俘赏与首告之人，
fiyanggv gvsai duin,	费扬古旗四人、
inu funqehengge ambula,	然所余者多哉，
sunja inenggi dubede emgeri uksilefi gabtabu sehe.	五日内披甲射矢一次。”
iqe nadan de, jarut gurun -i gendur taiji -i sargan jui be mergen daiqing sargan gaime jafan benehengge,	初七日，墨尔根戴青娶扎鲁特部根杜尔台吉之女为妻。所送聘礼：
emu beile -i juwete niyalma be tuqibufi unggihe de, saimuha -i morin be bata gidalame tuhebuhe be sundalafi gajiha,	每贝勒遣二人往。时赛木哈之马被敌刺倒，二人同骑一马而归。
siran siran -i jing eiterxeme ubaxataqi, bi saisa niyalma ere adali hvsun -i yaburengge akv dere seme dembei olhombi,	屡行欺诈，反复无常。贤人未有似此恃力妄行者，足可惕也。
hoton qi nukqifi burulame hada de genehe boigon, amasi han be baime jihengge be, mini eden seme gemu minde buhe,	其离城逃往哈达复来归附于汗之户口，乃照户口缺额尽赐之。
niyalma emu tanggv, morin jakvnju, temen nadanju ninggun, ihan emu tanggv orin nadan, honin emu tanggv juwan olji bahafi gajiha.	获百人、马八十、驼七十六、牛一百二十七、羊一百有十还。
tumen jalan de halarakv giyan,	诚万世不易之理也。
tere inenggi han de subudi -i jui gurushib emu ihan, sunja honin, emu ulgiyan -i yali, emu ihan -i yali, emu honin -i yali, qai uyun bouse gajiha bihe,	苏布迪之子古鲁斯喜布进汗牛一、羊五、一猪之肉、一牛之肉、一羊之肉及茶九封。
gvwa be amala gajime jiu,	其余之人随后携之来。
aisin gurun -i han, ihan, hiyan, defelinggu dagilafi, amba aisin -i taizu u yuwan, dai ding juwe han -i enduri sourin de jukteme,	金国汗备陈牛、香、布匹，致祭于大金太祖武元、大定二帝神位前，曰：
tere inenggi, naiman -i hvng baturu, han de aqame juwe kukuri arki gajime jihe,	是日，奈曼部洪巴图鲁携酒二背壶来见汗，
mama tuqimbi.	以防出痘。”
liyoudung be baha manggi, sini ahvn tung hvwa niyan be jeng giyang de qiyanzung obufi unggifi, jeng giyang ni niyalma ubaxaha fonde, dain -i mau wen lung de wabuha,	克辽东后，授尔兄佟化年为镇江千总。镇江人叛时，为敌毛文龙所杀。
hvsi qagan, xukiu, uju amba, qeqike mergen, tanaka, urgana, irgeni,	德得、郎格、尼雅汉、塔尔虎、托希纳、阿勒东阿、麻勒吉、郎色、赖荪、胡纽、嘉木苏、毛达色、克车尼、通果倭吉赫、
tuttu fujisa hengkilere doro wajiha manggi, enduringge han de hoxoi qin wang, doroi giyvn wang sa, bithe qouhai geren hafasa be gaifi,	福晋等叩拜礼毕，诸和硕亲王、多罗郡王率文武各官，
ilaqi jergi fujiyang obondoi, lousa, xi ting ju, gebakv, gusantai efu, yekxu, unggadai, darhan hoxouqi, mergen hiya, nanqu, gvnata, turusi,	三等副将鄂本堆、劳萨、石廷柱、格巴库、顾三泰额驸、叶克舒、翁阿岱、达尔汉和硕齐、侍卫墨尔根、南楚、古纳塔、图鲁什等
tere morin be tumsi, lousa de juwete morin buhe,	生擒二人解至。
tereqi geren hafasa dosifi uju de gung, amban janggin, aliha amban, meiren -i janggisa, ilan jergi niyakvrafi uyun jergi hengkilehe,	于是，各官入宫行礼。先公、昂邦章京、承政、梅勒章京，行三跪九叩礼；
orin duin de, gu an hiyan qi monggo -i aqifi gajiha moqin be, feyengge niyalma de xangname buhe.	二十四日，以蒙古自固安县驮来布匹，赏给受伤之人。
jai sunja taiji de ilhi ilhi tebeliyeme aqaha,	又依次抱见五台吉。
bujai beile -i yaluha kuren morin de enggemu hadala tohohoi, beyei ashaha jebele dashvwan youni buhe,	将布寨贝勒所乘栗色鞍马及所佩撒袋、弓套，尽赐之，
weijeng nangsu -i duin niyalma,	卫征囊苏之四人；
mini beye feye de liyeliyefi hamirakv ofi, tere duin hafan be qahar nakqu de afabuha,	时因伤昏迷不支，故将四官交付察哈尔舅舅。
mini gurun -i ba be mini qisui tuwakiyame teki,	我国地方，我自居守，
genehe geren beise de emte morin buhe,	赐出征诸贝勒各马一匹。
gurun -i monggo beise -i sargata, monggo hehesi, tuweri juwari gemu ojin teleri etu,	“国中蒙古诸贝勒之妻及蒙古妇女，冬夏俱服捏褶女朝褂及捏褶女朝衣。
bi irgen -i ama eme ofi, dade dain -i fonde karmame bahakv bime, ini qisui jihengge be geli huthufi beneqi, uba abkai giyan de antaka,	我为民之父母，征战之初未能加以保护，其自行来归者，复缚而送之，乃于天理何，
tuttu boljome gisureme wajifi, hoxoi erke qin wang, qouhai niyalma be wan dagilabufi, ginjeu hoton -i amargi dere be jai ging ni dubede afanafi, boljoho erin jurqefi weile mutehekv bederehe manggi, hoton -i dorgi niyalma serefi cui ing xi -i jergi niyalma be baiqame jafara de, jang xou jeng, men xi wen, men xi k’o, qin yung fu se ukame tuqifi jihebi,	约毕，和硕豫亲王即命兵士整备云梯，至二更末，往攻锦州城北面，因失约未成事而回。城中人觉之，即搜捕崔应时等。时有张绍祯、门世文、门世科、秦永福等逃出来归，
ere sunja weile,	其罪五。
mi yvn -i giyvn men -i qouha, gi jeu -i douli qouha, ere juwe hoton -i qouhai emgi jifi, zung hvwa heqen de dobori duin bade afanjiha bihe,	密云军门及蓟州道合兵夜至遵化，四面夹攻，
hokton -i enggemu de tohoma kamqihai emke, seleme emke,	带韂暖木鞍一、顺刀一；
emu haqin qen xang j’i, sirdan faksi wen de cai be gidahabi,	一件，隐匿陈尚志及箭匠文德才；
jai geren wang geli tu -i jalin yangguri efu, turgei be dele enduringge han de gisun wesimbume unggire de, gvsai ejete ilden -i baru hendume,	又诸王复以旗纛事，遣杨古利额驸及图尔格依奏圣汗时，众固山额真谓伊勒登曰：
ere hergen be juse omosi jalan halame efulerakv.	此职子子孙孙世袭罔替。”
jihe doroi jakvn ihan, orin honin wafi sarilaha,	朝见毕，额驸退，以所携酒献汗及诸贝勒先饮。命额驸坐于大贝勒右侧。
karaqin -i subudi, tusiyetu efu, ere juwe be ambula sain niyalma seme gvniha bihe,	若喀喇沁部苏布迪、土谢图额驸此二人，乃为最优。
bi dahaha irgen be ujire jalin, jai etuku mahala ilgara, giyansi jafara be ilibure, hafan be hairandara jalin, bi jaqin beile de bithe unggihebi.	我为抚养降民，并为分辨衣帽、禁捕奸细、爱惜官员等事已致书二贝勒矣。”
suweni uttu wafi jimbi sere anggala, tun -i yaya hafasa, bai uthai tun -i niyalma be gaifi dahaqi, bi inu terei gajiha irgen be gemu tede salibufi ujimbi kai,	且不言尔等杀其官吏来归，即岛上官员及庶人率岛民来归，我亦将其携来之民悉归其专主，加以养赡也。
ere sidende yaya niyalma enduringge han de hengkileme genere be, hengkileme unggire be, jai niyamarame jidere be gemu naka seme nakabu,	在此期间，凡欲亲自来朝，或遣人来朝，或来探亲者，俱着停止’。
aisin gurun -i han genggiyen onqo erdemu be selgiyefi gurun be elbime dahabumbi,	金国汗明哲，施仁布德，招宄诸国，
orin de jurafi, han -i tehe beging ni heqen -i amargi tu qeng guwan -i xun dekdere hoxo -i tala, han -i ing iliha,	二十日，大军启行，汗营于北京城北土城关东隅，
tere inenggi, aru -i monggo qouha be ini bade unggihe.	携军中瘦马及各台归降户众还，命每旗出人领之。
suweni gvniha de aqabume gisurefi doro aqaqi ombiu,	顺从尔意，岂能和好。
ginjeu heqen sahara jalin de unggihe bithei gisun,	为筑锦州城致书曰：
iqe uyun de, juwe beile -i bithe, korqin de unggihe,	加圈点老档。
suwe ekxere niyalma gene,	“尔等急归者自归耳，
jai aqara doroi bure ulin be suwe seule,	至以修好之礼馈送财帛，尔等计之。
ulha -i oron ilibume gaifi gerqi de bumbi,	并照所用牲畜数追赔，给首告之人。
karaqin -i juwe gvsa, kubuhe fulgiyan, kubuhe lamun -i emgi sabing ni qouha be gidaha,	喀喇沁二旗与镶红、镶蓝二旗败萨秉之兵，
gosin onqo hvwaliyasun enduringge han ejen de, hoxoi qin wang, doroi giyvn wang, doroi beile, bithe qouhai geren ambasa urgun -i doroi wesimbure gisun,	“和硕亲王、多罗郡王、多罗贝勒、文武大臣以庆贺礼奏闻宽温仁圣汗：
ineku tere inenggi, gosin onqo hvwaliyasun enduringge han -i hese,	是日，宽温仁圣汗谕曰：
manjusiri -i gvsai ilan tanggv ninju uksin,	满珠习礼旗下甲兵三百六十八，
tere gisun be loxo, garin, hafan -i jurgan -i aliha amban turgei, ashan -i amban tambai de afabuha.	二十三日，赐大祖母
ume meni ere gisun be kenehunjeme gvnire,	勿疑我言，
tere anggala, ishunde aqaki sehe weile be, daqi juwe gurun -i qihalahangge, juwe bade tusa ojoro weile be, si qihakv oqi uthai naka,	况议和之事，乃两国所愿、于两地有益之事，尔若不愿则已也，
esede enduringge han hese wasimbume henduhe gisun,	圣汗谕之曰：
gajiha arki be han de angga isibuha,	以所携酒献汗饮。
uheri morin ninggun tanggv uyunju,	总计马六百九十匹。
ede bou bufi niyalmai baitalara ai ai jaka gemu bufi mujakv ujihe.	又赐房舍及一应日用器物，从优养之。
jai dahaha irgen be usin hvdun taribu,	再命降民从速耕种，
abkai buhe dahaha irgen be waha turgunde kenehunjembi,	“天赐尔辽东、永平兵民，尔等若不加屠戮，则天下之民闻尔军至，自愿归顺。
neneme niyalma takvrafi gisureme jihe de, emu gisun -i wajiqi mangga,	“招练营副将祖泽润叩禀汗麾下：
jasei dorgi ba ehe ofi, jeku gaji seme sain ba be tuwame jase neifi, juwe suwayan be qilin -i ergi de, juwe xanggiyan be an ping ni ergi de, juwe fulgiyan be xi qeng ni ergi de guribuhe,	父汗在时，为便于守边驻防，而分定地界。
orin nadan de, bayarai jalan -i janggin emu gvsai emte, emu nirui emte bayara qouha be gvnggadai age gaifi, ming gurun -i ginjeu -i golo de qouha genehe hoxoi mergen qin wang, hoxoi erke qin wang ni jakade qouha nonggime genehe,	二十七日，巩阿岱阿哥率每旗护军甲喇章京一员、每牛录护军一名，往援出征明国锦州一带之和硕睿亲王及和硕豫亲王，
qouhai niyalma be deu jui -i gese gosi,	爱士卒如子弟。
jasak -i darhan joriktu de suje sunja, orin moqin, menggun -i qara emke, qekemu emke, hailun juwe, xempi juwe, uksin saqa, foloho enggemu hadala,	扎萨克之达尔汉卓里克图缎五、毛青布二十、银酒海一、倭缎一、水獭皮二、绿斜皮二及盔甲、雕鞍辔；
bogodoi, bayartu, sousa, usuntei, qoktu, g’arma, hoqintai, qoktu, bandi,	博果多依、巴雅尔图、扫萨、乌孙特依、绰克图、嘎尔玛、霍钦泰、绰克图、班迪。
agvn -i weilengge taijisa oqibe, weile akv taijisa oqibe, elhe be baime jidere be ilibu,	阿衮属下诸台吉，无论有罪无罪，停止前来请安，
jai gaji sere jaka ambula, ekiyembu seqi, be inu suweni gisun be dahafi ekiyembuhe,	又称索取之物过多，令我裁减，我亦从命减之。
tuqinu seqi inu tuqirakv,	招之亦不出城，
funqehe irgen be elbime isabu,	无论何事，须与我驻遵化之官共同办理。
te tolgin de tolgimbure kouli de bisire jakade ambula ferguweme, qohome ambasa be takvrafi sini gvnin de aqabume ihan sindame weqembi.	今既见梦，且例已有之，甚为奇之，特遣大臣以牛致祭，以慰尔心。”
hoxoi qin wang, doroi giyvn wang, doroi beile se, gvsai beise sei gaifi ujihe sargan jui be, hojihon be, inu ujihe ama be dahame gebulembi.	凡和硕亲王、多罗郡王、多罗贝勒、固山贝子收养之女及婿，亦从其养父名之。
musei qouha hvng xan keu be gaiha manggi, hvng xan keu -i canjiyang akv ofi, qiyanzung be tukiyefi xeubei obufi, canjiyang ni weile be daiselame kadala sehe bihe,	我军克洪山口后，因洪山口无参将，乃擢千总为守备，兼管参将事务。
qahar -i ulin be enggeder efu -i emgi deleri gaiha seme hergen efulehe,	因与恩格德尔额驸擅取察哈尔财物，故革职
lii yvn si dade ginjeu -i fujiyang bihe,	李云，尔原系锦州副将，
jang douli -i qouha de ini jalan qi juleri dosika seme ni gidaha.	遇张道台兵，先本甲喇进击。故此叙功。
enduringge han -i hesei,	奉圣汗谕旨，
ninggun niyalma be jafaha,	生擒六人。
tere inenggi, luwan jeu -i hafan de ejehe buhe bithei gisun,	是日，赐滦州官员敕书云，
babutai age be, si han -i jui bime, han -i gvsa de bikai,	将籍没之物进汗。
ulan baksi, biqeqi bandi, dedei, ere ilan niyalma de emte suje etuku, emte suje, juwan ninggute moqin, erei juwete kutule de sunjata moqin,	杜斯噶尔济浓之博依托蟒缎一、缎一、毛青布十六，跟役二人各毛青布十。
gerqi be hokoburakv,	不准离主。
jakvn bou ishunde kouli tuwame bu,	八家各按例给之。
wesibufi iugi jafu bufi, emu jergi etuku xangnafi, ini ba be tuwakiya seme unggihe.	朝见。遂擢为游击，给与札付，赐衣一袭，遣还原地驻守。
juwan jakvn de indehe.	十八日，驻营。
ere sarin de gvsin dere dasafi morin emke, ihan ilan, honin sunja wafi sarilaha,	是宴，治席三十桌，杀马一、牛三、羊五。
buhe menggun be aqan dendeme takvraha niyalma suweni nikan -i kouli gaijara yaya ba -i niyalma ulin ume bure,	所付银两，合分，所遣之人，按尔汉人之例取之。各地之人不得付给财物，
emu agvra aisilahakv serengge, tere suweni arga kai,	所谓我可曾有一械相助之言，乃尔之计也。
daimungga nirui janggin,	岱木阿系牛录章京，
jai musei jihe amala, han -i heqen -i lou -i emu minggan niyalma lou be tuwa sindafi, musei baru ubaxame heqen -i duka be nukqime tuqire be, dukai niyalma serefi gemu baiqame jafaha sere,	又云我军来后，京城狱内千人焚烧牢狱，叛向我军，冲出城门，门守发觉，悉行拿获等语。
nomqi be jakvnju juwe xusiha tantafi xan tokofi olji faitaha, uyun yan -i weile gaiha, niru boxoro be nakabuha, hafan wesire jergi de wesiburakv sehe,	诺木齐鞭八十二、贯耳、籍其俘获、罚银九两、罢管牛录、不准其升级。
erei turgunde olji gaiha.	故夺其俘获。
wang lama -i olji, niyalma juwan ilan, ihan emke, eihen emke, uheri tofohon,	王喇嘛俘获：人十三、牛一、驴一，共十五；
hvlara hafan faida seme hvlaha manggi, geren gemu faidaha,	赞礼官赞排班，众皆排班，
luwan jeu, gi jeu -i ukandara be gerqilehe seme wesibufi ii mu hafan obuha,	因举发滦州、蓟州逃人，擢为吏目。
abka de habxafi dain deribuhe,	故告天兴师，
bi gosin jurgan be abkai fejile selgiyeki sembime, suweni ilan niyalma be ainu jalidara,	我欲以仁义昭告天下，岂能独欺尔等三人耶。
takvraha niyalma taxarame hv bu -i quwan de dosifi, qiyanliyang benjihe hv bu jafafi, mini ilan niyalma be sasari ging de gamame, minde inu donjibuhakvbi,	不料汗所遣之人误入户部粮船，为来送钱粮之户部官员擒获，连同我之三人解往京城，并未告知于我。
haha juwe tanggv gvsin uyun, hehe juse ilan tanggv gvsin uyun, morin gvsin duin, losa uyun, eihen juwan duin, ihan juwan duin bihe,	十二日，于子章台主参将王景来降，
emu qiyanzung dehi niyalma gaifi dolo bi seme alaha manggi, be, han el juwang de genembi,	并报称有一千总率兵四十驻于城内等语。我等遂谎称前赴汉儿庄，
barai sanjin si dade bai niyalma bihe,	巴赖山津：尔原系白身，
hvrha seke -i dahv emke, iqehe seke -i mahala emke, foloho umiyesun de fungku fadu hvwaitahai emke, xempi hafiraha sarin gvlha de suje -i wase jibsihai emu juru,	虎尔哈貂皮端罩一、熏貂帽一、系手帕荷包雕花腰带一、连缎袜绿斜皮靴一双、
orin uyun de, pi dou de takvraha xusai qi biyan lung isinjiha,	两福晋各纳羊五十、牛五、次貂皮端罩一。
tanaka beiguwan be, ginjeu de biyaluha,	塔纳喀备御攻锦州时退缩，
suwe mimbe wambi seme olhome gvniha kai,	想尔等亦惧我将尔等诛戮也。
juwan ningguqi debtelin sure han -i ilaqi aniya aniya biyaqi nadan biyade isinahabi	第十六册天聪三年正月至七月
oton, jumara, namtai, ere ilan beiguwan be, jang douli de biyaluha seme hergen efulehe,	沃屯以及珠麻喇、纳穆泰三备御，击张道台兵时退缩，故革职
tere dobori amba nimanggi nimarara de, kederere niyalma, tuqike be sahakvbi.	刘哈率护军八十人，乘夜设伏，执而诛之。
fujin ilan jergi domnofi emu jergi hengkilehe manggi, bithe hvlaha hafan qe be dere qi gaifi fujin -i wargi ashan de iliha hehe de alibume bure de,	福晋复行三万福一叩首礼毕。宣册官自案上取封册，呈与福晋西侧侍立之妇人，
eigen sargan be ume faksalara,	勿离散人夫妇，
membe gurun ajigan suwende ainaha hvwangdi seqi, julge dai liyou, aisin, dai yuwan, tere gemu ajige gurun qi tuqifi hvwangdi ohobi kai,	倘谓我国小，不宜称皇帝，古之大辽、金、大元，俱由小国而成为皇帝也，
burengge yadahvn bime haha sain, agvra dagilarangge sain, tenteke niyalma de bu seme henduhe.	赏给贫困而技艺精强、善治军械之人。”
jebele de beri niru sisihai, foloho enggemu hadala emke, bai enggemu hahala juwe, menggun -i kukuri emke, tampin emke, dongmo emke,	插有弓箭之撒袋、雕鞍辔一、素鞍辔二、银扁壶一、壶一、茶筒一、
han de ilan yan aisin, gu -i buleku emke gajiha.	是日，土默特部庚格勒侍卫、鄂雅特来叩见汗。
si terei niyamangga ofi beging qi tere be baime ukame jihengge, inu ambula akdun kai,	尔系彼之亲属，为寻彼故，由北京来归，亦甚诚信。
tuttu gurun de jiheqi ebsi, mujilen de tebufi gvnime, niyalmai sain jalingga, weile -i yabure yaburakv, giyan -i aisi obure be yendebure, nungnequn be tuqibure be bi kemuni gvnimbihe,	故自入国以来，留心揆度，凡人之贤奸，事之可否，宜兴之利，宜除之害，臣俱经筹划，
uju jergi feye de xangnaha,	以一等伤受赏。
turgei amala ginjeu de jeku tuwa sindame genehe de, bayara be gaifi ginjeu de zu zung bing guwan -i deu dobori dosimbi seme donjifi,	图尔格依：后赴锦州焚粮时，闻祖总兵官之弟夜入锦州，
jai sunja jergi sirambi.	准袭五次。
juwan jakvn de, ninju sahalqa, han de seke silun dobihi benjime hengkileme jihe.	十八日，萨哈尔察部六十人来朝，贡貂皮、猞猁狲皮及狐狸皮。
gvsai beise sei emte da sargan be gvsai fujin, gvwa sargan be asihan fujin, sargan jui be gvsai gege, hojihon be gvsai efu sembi,	固山贝子嫡妻各一人，称固山福晋，余妻称少福晋；其女称固山格格，婿称固山额驸。
neiqi emu honin yali, emu kukuri arki,	以朝见礼，班迪携二羊之肉、烧酒两壶，
umai wahakv,	驻跸额尔登河。
qeni beye neneme tuqikebi,	因城已毁，大臣等未撤回兵士，
meni buthai niyalma uqaraqi, buya urse musei doro emu oho be ulhire unde,	再者，令尔禁止尔方人在我处采参，
bi inu sinde kadalaburakv,	亦不归尔管辖。
manju monggo nikan -i wesimbuhe biyou bithei gisun gemu emu songko,	圣汗所降谕旨俱相同。
daiming han, sung han -i hvnqihin waka, be geli nendehe aisin han -i hvnqihin waka,	后于进征北京之际，屡次致书欲和，而明君臣，唯以前宋帝为鉴，竟无一言回报。
baintu -i emgi ubai, omoktu, hvmise, bayan duin gvsai gabsihiyan be gaifi, sung xan -i emu minggan yafahan qouha be gidaha,	乌拜、鄂莫克图、胡米色、巴彦与拜音图率四旗先锋兵击败松山步兵一千。
membe urulefi xanaha qi qasi liyoudung, guwangning ni ba be mende buhe,	以我为是，将山海关以东辽东、广宁地方畀我。
guwan yen pusa tugi de tuwabume den jilgan -i sure han seme hvlame, meni gurun -i unenggi doron be sinde benehe be si kemuni ulhirakv,	观音菩萨驾云显圣，高呼‘天聪汗’，命将我国真玺送与尔，尔尚不觉。
tofohon ba -i dubede tatabuha,	时未令诸贝勒、大臣入城，
jai gvwa -i morin be gaihakv bederebuhe.	余皆却之。
nanqungga, ulai, dantan, jirhai, qungsika, jafuni, golohoi, nomtu, haksaha, garda, hvsiri, akiu, tolbi, qalasun, yenggene, langgida, moudase,	南冲阿、乌赖、旦坦、济尔海、冲西喀、扎富尼、郭罗惠、诺木图、哈克萨哈、噶尔达、胡西里、阿球、托儿弼、查拉孙、英俄讷、楞济达、毛达色、
membe doroi jalin bithe takvrafi geli ainu dailambi seme ume gvnire,	勿虑我既遗书议和，又缘何兴兵征讨。
tere anggala, juwe gurun doro aqafi sain oqi, jurgan emu boui adali,	况两国既和，义同一家，
waliyara de enggemu hadala tohoho morin juwan emu, sula morin juwan emu, temen ninggun yaruha bihe,	祭奠时，以鞍马十一、空马十一、驼六引路。
juwe be ujihe,	留其二人养之。
tunqi age, hoto age, gvnggadai age gurun -i jase tuqime genefi sarin sarilafi fudehe.	屯齐阿哥、和托阿哥、巩阿岱阿哥送出边界，复大宴饯行。
si nememe terei gisun be han de ainu wesimbumbi seme weile tuhebufi gvsai ejen be nakabuha.	缘何反以其言奏汗耶。”遂拟罪，解固山额真任。
bi adarame gvlgime gvnire,	呼天喊地而死也。
aramji lama juwe suje, qorji lama tanggv bouse qai, normui lama emu suje, gvsin bouse qai benjihe.	阿喇木济喇嘛献缎二；绰尔济喇嘛献茶百封；诺尔木依喇嘛献缎一、茶三十封。
lu geu kiyou -i qouha be jakvn gvsa aqan gidaha,	八旗合攻卢沟桥兵，败之。
ere juwan duin niyalma be weile akv, gung inu akv guwebuhe.	以上十四人无过亦无功，免赏。
sonom yelmi -i emu niyalma,	索诺木叶勒密之一人。
qouhai agvra be hvdun kiqeme dasa,	当从速修理军械，
wang ni beye gashvre, deu be mende hengkileme unggire jakade, dahabuha gurun be gemu amasi buhe,	王亲自盟誓，遣其弟来朝，遂尽还其归附人众。
tumen buqere qi funqehe irgen, enqu bade oljilabufi, baniha ba na be kidume ergen be xelefi ukame jime, jugvn de geqeme yuyume, bahafi weihun amasi isinjihangge, gvniqi tanggv de emken juwe akv,	逃过万劫之民，被俘于异地，思念故土，舍命逃归，冻饿于道，得以生还者，想百无一二。
han de niyakvrafi hengkileme aqaha,	汗自座起立，
juwan ilaqi dobton taizung hvwangdi -i wesihun erdemungge -i suqungga aniya sunja biyaqi ninggun biyade isinahabi	第十三函太宗皇帝崇德元年五月至六月
darhan efu -i gvsai namtai wejihe, kalka isibuhakv emu weile, burulaha juwe weile, erei turgunde emu tanggv yan -i weile gaiha.	达尔汉额驸旗下那木太沃吉赫，未携至盾，其罪一；临阵败走，其罪二。拟罚银百两。
abkai fejergi irgen be genggiyen han tuqifi uheleme toktobumbi,	英明汗御世，统驭天下之民，
gendushib -i baha olji, niyalma gvsin, ihan juwan, bandi dureng ni baha olji, niyalma orin, ihan sunja,	根都斯喜布俘获人三十、牛十；班迪杜棱俘获人二十、牛五；
ginjeu sung xan -i ergide karun tebume unggihe.	左翼四旗以总兵官阿山为主将，右翼四旗以参将劳萨及备御图鲁什为主将，
doroi jurgan -i ambasa, meni meni gvsai usin weilehe weilehekv be, jeku bisire akv be baiqa,	“详查各旗所属之人孰能耕种孰不能耕种，孰有粮孰无粮。
neneme nimere de, han -i guquse be emdubei siran siran -i lakqarakv tuwanabufi, geli han -i beye ududu jergi tuwanahangge,	前当萨哈廉病卧之际，汗屡遣近臣往视，络绎不绝，汗亦亲往探视数次，
wara be nakafi weile arafi zung bing guwan -i hergen be efulehe,	来至永平，未收拢我军而归。来后，为何不力劝阿敏。”罪应死。
hese be donjihakvngge akv,	无不遵行。
enggemu be hvlhaqi, fisa be hvwajabume tantambi,	有盗鞍者，杖裂其背；
terei adali obuqi, bi ojorakv,	则我不能允。
g’arma hvwang taiji -i duin morin be gaiha,	纳赛扬台吉、巴木布、伊勒登、东戴青等各进马一。
iqe de, uju jergi fujiyang jang k’o mu, zu k’o fa, zu je r’un, zu je hvng, cou gung qeng, liu tiyan lu, jang cun r’in,	初一日，赏一等副将张洪谟、祖可法、祖泽润、祖泽洪、曹恭诚、刘天禄、张存仁等
terei amala beging de qouha genehe fonde, jing aqaki seme bithe beneqi, nikan -i han amban jing julgei sung han be buleku obufi minde karu emu gisun jabuhakv,	并无回报。
